trip_id,Trip_SequenceNo.,Trip_Origin,Trip_Destination,Trip_Length,Trip_TimingFrom,Trip_TimingTo,Trip_Duration
trip_1843,4,HBL,CSB,30.6,12:00:00,13:45:00,01:45:00
trip_1844,5,CSB,BMT-25,2.5,13:50:00,13:55:00,00:05:00
trip_1845,6,BMT-25,CSB,2.5,15:10:00,15:15:00,00:05:00
trip_1846,7,CSB,HBL,30.6,15:20:00,17:05:00,01:45:00
trip_1847,8,HBL,CSB,30.6,17:30:00,19:10:00,01:40:00
trip_1848,9,CSB,HBL,30.6,19:15:00,21:00:00,01:45:00
trip_1849,10,HBL,CSB,30.6,21:20:00,23:00:00,01:40:00
trip_1850,1,CSB,HBL,30.6,07:05:00,08:50:00,01:45:00
trip_1851,2,HBL,CSB,30.6,09:35:00,11:20:00,01:45:00
trip_1852,3,CSB,HBL,30.6,11:25:00,13:10:00,01:45:00
trip_1853,4,HBL,CSB,30.6,13:20:00,15:00:00,01:40:00
trip_1854,5,CSB,BMT-25,2.5,15:05:00,15:10:00,00:05:00
trip_1855,6,BMT-25,CSB,2.5,16:10:00,16:15:00,00:05:00
trip_1856,7,CSB,HBL,30.6,16:20:00,18:05:00,01:45:00
trip_1857,8,HBL,CSB,30.6,18:30:00,20:10:00,01:40:00
trip_1858,9,CSB,HBL,30.6,20:15:00,22:00:00,01:45:00
trip_1859,10,HBL,CSB,30.6,22:15:00,23:55:00,01:40:00
trip_1860,1,CSB,HBL,30.6,06:25:00,08:10:00,01:45:00
trip_1861,2,HBL,CSB,30.6,08:30:00,10:15:00,01:45:00
trip_1862,3,CSB,HBL,30.6,10:30:00,12:15:00,01:45:00
trip_1863,4,HBL,CSB,30.6,12:20:00,14:05:00,01:45:00
trip_1864,5,CSB,BMT-25,2.5,14:10:00,14:15:00,00:05:00
trip_1865,6,BMT-25,CSB,2.5,15:30:00,15:35:00,00:05:00
trip_1866,7,CSB,HBL,30.6,15:40:00,17:25:00,01:45:00
trip_1867,8,HBL,CSB,30.6,17:50:00,19:35:00,01:45:00
trip_1868,9,CSB,HBL,30.6,19:40:00,21:25:00,01:45:00
trip_1869,10,HBL,CSB,30.6,21:45:00,23:30:00,01:45:00
trip_1870,1,BMT-25,CSB,2.5,12:00:00,12:05:00,00:05:00
trip_1871,2,CSB,HBL,30.6,12:10:00,13:55:00,01:45:00
trip_1872,3,HBL,CSB,30.6,15:00:00,16:40:00,01:40:00
trip_1873,4,CSB,HBL,30.6,17:40:00,19:25:00,01:45:00
trip_1874,5,HBL,CSB,30.6,19:40:00,21:25:00,01:45:00
trip_1875,6,CSB,BMT-25,2.5,21:30:00,21:35:00,00:05:00
trip_1876,1,CSB,HBL,30.6,05:15:00,06:45:00,01:30:00
trip_1877,2,HBL,CSB,30.6,06:50:00,08:35:00,01:45:00
trip_1878,3,CSB,HBL,30.6,09:05:00,10:45:00,01:40:00
trip_1879,4,HBL,CSB,30.6,10:50:00,12:35:00,01:45:00
trip_1880,5,CSB,BMT-25,2.5,12:40:00,12:45:00,00:05:00
trip_1881,6,BMT-25,CSB,2.5,14:45:00,14:50:00,00:05:00
trip_1882,7,CSB,HBL,30.6,14:55:00,16:35:00,01:40:00
trip_1883,8,HBL,CSB,30.6,16:50:00,18:30:00,01:40:00
trip_1884,9,CSB,HBL,30.6,18:35:00,20:20:00,01:45:00
trip_1885,10,HBL,CSB,30.6,20:40:00,22:25:00,01:45:00
trip_1886,1,HBL,ITPL,22,07:00:00,08:15:00,01:15:00
trip_1887,2,ITPL,HBL,22,08:20:00,09:35:00,01:15:00
trip_1888,3,HBL,ITPL,22,09:40:00,10:55:00,01:15:00
trip_1889,4,ITPL,HBL,22,11:25:00,12:40:00,01:15:00
trip_1890,5,HBL,KRP,13.5,12:45:00,13:35:00,00:50:00
trip_1891,6,KRP,BMT-29,0.4,13:40:00,13:45:00,00:05:00
trip_1892,7,BMT-29,KRP,0.4,15:30:00,15:35:00,00:05:00
trip_1893,8,KRP,ITPL,11.2,15:40:00,16:25:00,00:45:00
trip_1894,9,ITPL,HBL,22,17:00:00,18:15:00,01:15:00
trip_1895,10,HBL,ITPL,22,18:20:00,19:35:00,01:15:00
trip_1896,11,ITPL,BSK,27,19:40:00,21:25:00,01:45:00
trip_1897,12,BSK,HBL,36,21:55:00,23:35:00,01:40:00
trip_1898,1,BSK,ITPL,27,05:00:00,06:35:00,01:35:00
trip_1899,2,ITPL,HBL,22,06:40:00,07:55:00,01:15:00
trip_1900,3,HBL,ITPL,22,08:00:00,09:15:00,01:15:00
trip_1901,4,ITPL,HBL,22,09:30:00,10:45:00,01:15:00
trip_1902,5,HBL,KRP,13.5,11:05:00,11:45:00,00:40:00
trip_1903,6,KRP,BMT-29,0.4,11:50:00,11:55:00,00:05:00
trip_1904,7,BMT-29,KRP,0.4,14:45:00,14:50:00,00:05:00
trip_1905,8,KRP,HBL,13.5,14:55:00,15:40:00,00:45:00
trip_1906,9,HBL,ITPL,22,15:45:00,17:00:00,01:15:00
trip_1907,10,ITPL,HBL,22,17:45:00,19:00:00,01:15:00
trip_1908,11,HBL,ITPL,22,19:05:00,20:20:00,01:15:00
trip_1909,12,ITPL,BSK,27,20:45:00,22:35:00,01:50:00
trip_1910,1,BSK,HBL,36,06:00:00,08:00:00,02:00:00
trip_1911,2,HBL,ITPL,22,08:30:00,09:45:00,01:15:00
trip_1912,3,ITPL,HBL,22,10:00:00,11:05:00,01:05:00
trip_1913,4,HBL,BMT-13,39,11:10:00,13:10:00,02:00:00
trip_1914,5,BMT-13,HBL,39,15:35:00,17:35:00,02:00:00
trip_1915,6,HBL,ITPL,22,17:40:00,18:55:00,01:15:00
trip_1916,7,ITPL,HBL,22,19:15:00,20:30:00,01:15:00
trip_1917,8,HBL,ITPL,22,20:35:00,21:50:00,01:15:00
trip_1918,9,ITPL,BSK,27,22:05:00,23:45:00,01:40:00
trip_1919,1,BSK,HBL,36,05:30:00,07:25:00,01:55:00
trip_1920,2,HBL,ITPL,22,07:30:00,08:45:00,01:15:00
trip_1921,3,ITPL,HBL,22,08:50:00,10:05:00,01:15:00
trip_1922,4,HBL,BMT-13,39,10:35:00,12:35:00,02:00:00
trip_1923,5,BMT-13,HBL,39,14:10:00,16:20:00,02:10:00
trip_1924,6,HBL,ITPL,22,16:25:00,17:40:00,01:15:00
trip_1925,7,ITPL,HBL,22,18:15:00,19:30:00,01:15:00
trip_1926,8,HBL,ITPL,22,19:35:00,20:50:00,01:15:00
trip_1927,9,ITPL,BSK,27,21:20:00,23:00:00,01:40:00
trip_1928,1,BSK,HBL,36,06:40:00,08:30:00,01:50:00
trip_1929,2,HBL,ITPL,22,09:00:00,10:15:00,01:15:00
trip_1930,3,ITPL,HBL,22,10:30:00,11:45:00,01:15:00
trip_1931,4,HBL,BMT-13,39,11:50:00,13:50:00,02:00:00
trip_1932,5,BMT-13,HBL,39,14:50:00,16:55:00,02:05:00
trip_1933,6,HBL,ITPL,22,17:00:00,18:15:00,01:15:00
trip_1934,7,ITPL,HBL,22,18:45:00,20:00:00,01:15:00
trip_1935,8,HBL,ITPL,22,20:05:00,21:20:00,01:15:00
trip_1936,9,ITPL,BSK,27,21:50:00,23:35:00,01:45:00
trip_1937,1,BMT-13,HBL,39,10:40:00,12:40:00,02:00:00
trip_1938,2,HBL,ITPL,22,12:45:00,14:00:00,01:15:00
trip_1939,3,ITPL,HBL,22,16:10:00,17:25:00,01:15:00
trip_1940,4,HBL,BMT-13,39,17:30:00,19:30:00,02:00:00
trip_1941,1,HBL,BSK,36,6:00,8:00,02:00:00
trip_1942,2,BSK,HBL,36,8:05,10:05,02:00:00
trip_1943,3,HBL,BMT-13,39,10:30,12:45,02:15:00
trip_1944,4,BMT-13,HBL,39,15:00:00,17:05:00,02:05:00
trip_1945,5,HBL,BSK,36,17:10:00,19:10:00,02:00:00
trip_1946,6,BSK,HBL,36,19:40:00,21:45:00,02:05:00
trip_1947,1,HBL,BSK,36,06:30:00,08:30:00,02:00:00
trip_1948,2,BSK,HBL,36,08:35:00,10:35:00,02:00:00
trip_1949,3,HBL,BMT-13,39,11:00:00,13:15:00,02:15:00
trip_1950,4,BMT-13,HBL,39,15:30:00,17:30:00,02:00:00
trip_1951,5,HBL,BSK,36,17:35:00,19:40:00,02:05:00
trip_1952,6,BSK,HBL,36,20:10:00,22:15:00,02:05:00
trip_1953,1,HBL,BSK,36,07:00:00,09:00:00,02:00:00
trip_1954,2,BSK,HBL,36,09:05:00,11:15:00,02:10:00
trip_1955,3,HBL,BMT-13,39,11:50:00,14:00:00,02:10:00
trip_1956,4,BMT-13,HBL,39,16:00:00,18:00:00,02:00:00
trip_1957,5,HBL,BSK,36,18:05:00,20:10:00,02:05:00
trip_1958,6,BSK,HBL,36,20:40:00,22:45:00,02:05:00
trip_1959,1,HBL,BSK,36,07:30:00,09:30:00,02:00:00
trip_1960,2,BSK,HBL,36,09:35:00,11:45:00,02:10:00
trip_1961,3,HBL,BMT-13,39,12:20:00,14:30:00,02:10:00
trip_1962,4,BMT-13,HBL,39,16:20:00,18:20:00,02:00:00
trip_1963,5,HBL,BSK,36,18:30:00,20:40:00,02:10:00
trip_1964,6,BSK,HBL,36,21:10:00,23:15:00,02:05:00
trip_1965,1,BMT-13,HBL,39,07:05:00,09:10:00,02:05:00
trip_1966,2,HBL,CSB,30.6,09:30:00,11:10:00,01:40:00
trip_1967,3,CSB,HBL,30.6,11:15:00,12:45:00,01:30:00
trip_1968,4,HBL,BMT-13,39,15:50:00,18:00:00,02:10:00
trip_1969,1,BMT-13,HBL,39,07:35:00,09:45:00,02:10:00
trip_1970,2,HBL,CSB,30.6,10:00:00,11:35:00,01:35:00
trip_1971,3,CSB,HBL,30.6,12:45:00,14:20:00,01:35:00
trip_1972,4,HBL,BMT-13,39,16:15:00,18:15:00,02:00:00
trip_1973,1,BMT-13,HBL,39,10:15:00,12:25:00,02:10:00
trip_1974,2,HBL,CSB,30.6,13:00:00,14:35:00,01:35:00
trip_1975,3,CSB,HBL,30.6,16:35:00,18:10:00,01:35:00
trip_1976,4,HBL,BMT-13,39,19:00:00,21:10:00,02:10:00
trip_1977,1,BMT-13,HBL,39,10:45:00,12:55:00,02:10:00
trip_1978,2,HBL,CSB,30.6,13:30:00,15:05:00,01:35:00
trip_1979,3,CSB,HBL,30.6,16:50:00,18:25:00,01:35:00
trip_1980,4,HBL,BMT-13,39,19:30:00,21:40:00,02:10:00
trip_1981,1,HBL,BSK,36,05:30:00,07:30:00,02:00:00
trip_1982,2,BSK,HBL,36,07:50:00,09:50:00,02:00:00
trip_1983,3,HBL,BMT-13,39,10:15:00,12:30:00,02:15:00
trip_1984,4,BMT-13,HBL,39,14:00:00,16:15:00,02:15:00
trip_1985,5,HBL,BSK,36,16:35:00,18:35:00,02:00:00
trip_1986,6,BSK,HBL,36,18:50:00,21:00:00,02:10:00
trip_1987,1,HBL,BSK,36,06:15:00,08:15:00,02:00:00
trip_1988,2,BSK,HBL,36,08:20:00,10:20:00,02:00:00
trip_1989,3,HBL,BMT-13,39,10:45:00,13:00:00,02:15:00
trip_1990,4,BMT-13,HBL,39,14:30:00,16:40:00,02:10:00
trip_1991,5,HBL,BSK,36,16:55:00,18:55:00,02:00:00
trip_1992,6,BSK,HBL,36,19:20:00,21:20:00,02:00:00
trip_1993,1,HBL,BSK,36,08:05:00,10:05:00,02:00:00
trip_1994,2,BSK,HBL,36,10:30:00,12:30:00,02:00:00
trip_1995,3,HBL,BMT-13,39,12:35:00,14:45:00,02:10:00
trip_1996,4,BMT-13,HBL,39,17:05:00,19:15:00,02:10:00
trip_1997,5,HBL,BSK,36,19:45:00,21:40:00,01:55:00
trip_1998,6,BSK,HBL,36,21:45:00,23:35:00,01:50:00
trip_1999,1,HBL,BSK,36,08:35:00,10:35:00,02:00:00
trip_2000,2,BSK,HBL,36,11:00:00,13:00:00,02:00:00
trip_2001,3,HBL,BMT-13,39,13:05:00,15:15:00,02:10:00
trip_2002,4,BMT-13,HBL,39,17:20:00,19:30:00,02:10:00
trip_2003,5,HBL,BSK,36,20:00:00,22:00:00,02:00:00
trip_2004,6,BSK,HBL,36,22:05:00,23:55:00,01:50:00
trip_2005,1,BMT-13,HBL,39,12:15:00,14:25:00,02:10:00
trip_2006,2,HBL,CSB,30.6,15:35:00,17:10:00,01:35:00
trip_2007,3,CSB,HBL,30.6,17:25:00,19:00:00,01:35:00
trip_2008,4,HBL,BMT-13,39,19:15:00,21:25:00,02:10:00
trip_2009,1,BMT-13,HBL,39,07:20:00,09:20:00,02:00:00
trip_2010,2,HBL,BSK,36,09:25:00,11:20:00,01:55:00
trip_2011,3,BSK,HBL,36,13:30:00,15:25:00,01:55:00
trip_2012,4,HBL,BMT-13,39,16:00:00,18:05:00,02:05:00
trip_2013,1,BMT-13,HBL,39,08:45:00,10:45:00,02:00:00
trip_2014,2,HBL,BSK,36,11:20:00,13:15:00,01:55:00
trip_2015,3,BSK,HBL,36,15:15:00,17:10:00,01:55:00
trip_2016,4,HBL,BMT-13,39,17:25:00,19:35:00,02:10:00
trip_2017,1,BMT-13,HBL,39,09:20:00,11:20:00,02:00:00
trip_2018,2,HBL,BSK,36,12:05:00,14:00:00,01:55:00
trip_2019,3,BSK,HBL,36,15:50:00,17:45:00,01:55:00
trip_2020,4,HBL,BMT-13,39,17:50:00,19:55:00,02:05:00
trip_2021,1,BMT-13,HBL,39,09:50:00,11:50:00,02:00:00
trip_2022,2,HBL,BSK,36,13:35:00,15:25:00,01:50:00
trip_2023,3,BSK,HBL,36,16:40:00,18:40:00,02:00:00
trip_2024,4,HBL,BMT-13,39,18:45:00,20:50:00,02:05:00
trip_2025,1,CSB,KDG,24.5,05:50:00,07:30:00,01:40:00
trip_2026,2,KDG,BSK,30,07:35:00,09:25:00,01:50:00
trip_2027,3,BSK,KDG,30,09:55:00,11:45:00,01:50:00
trip_2028,4,KDG,CSB,24.5,11:50:00,13:30:00,01:40:00
trip_2029,5,CSB,BMT-25,2.5,13:35:00,13:40:00,00:05:00
trip_2030,6,BMT-25,CSB,2.5,14:45:00,14:50:00,00:05:00
trip_2031,7,CSB,KDG,24.5,14:55:00,16:35:00,01:40:00
trip_2032,8,KDG,BSK,30,17:05:00,18:55:00,01:50:00
trip_2033,9,BSK,KDG,30,19:00:00,20:50:00,01:50:00
trip_2034,10,KDG,CSB,24.5,21:20:00,23:00:00,01:40:00
trip_2035,1,CSB,KDG,24.5,06:20:00,08:00:00,01:40:00
trip_2036,2,KDG,BSK,30,08:05:00,09:55:00,01:50:00
trip_2037,3,BSK,KDG,30,10:25:00,12:15:00,01:50:00
trip_2038,4,KDG,CSB,24.5,12:20:00,14:00:00,01:40:00
trip_2039,5,CSB,BMT-25,2.5,14:05:00,14:10:00,00:05:00
trip_2040,6,BMT-25,CSB,2.5,15:15:00,15:20:00,00:05:00
trip_2041,7,CSB,KDG,24.5,15:25:00,17:05:00,01:40:00
trip_2042,8,KDG,BSK,30,17:35:00,19:25:00,01:50:00
trip_2043,9,BSK,KDG,30,19:30:00,21:20:00,01:50:00
trip_2044,10,KDG,CSB,24.5,21:50:00,23:25:00,01:35:00
trip_2045,1,BMT-25,CSB,2.5,08:20:00,08:25:00,00:05:00
trip_2046,2,CSB,KDG,24.5,08:30:00,10:10:00,01:40:00
trip_2047,3,KDG,BSK,30,10:40:00,12:30:00,01:50:00
trip_2048,4,BSK,KDG,30,14:00:00,15:50:00,01:50:00
trip_2049,5,KDG,CSB,24.5,16:30:00,18:10:00,01:40:00
trip_2050,6,CSB,BMT-25,2.5,18:15:00,18:20:00,00:05:00
trip_2051,1,BMT-25,CSB,2.5,11:30:00,11:35:00,00:05:00
trip_2052,2,CSB,KDG,24.5,11:40:00,13:20:00,01:40:00
trip_2053,3,KDG,BSK,30,14:25:00,16:15:00,01:50:00
trip_2054,4,BSK,KDG,30,17:30:00,19:20:00,01:50:00
trip_2055,5,KDG,CSB,24.5,19:25:00,21:05:00,01:40:00
trip_2056,6,CSB,BMT-25,2.5,21:05:00,21:10:00,00:05:00
trip_2057,1,BMT-25,CSB,2.5,07:10:00,07:15:00,00:05:00
trip_2058,2,CSB,KDG,24.5,07:20:00,09:00:00,01:40:00
trip_2059,3,KDG,BSK,30,09:05:00,10:55:00,01:50:00
trip_2060,4,BSK,KDG,30,12:40:00,14:30:00,01:50:00
trip_2061,5,KDG,CSB,24.5,16:10:00,17:50:00,01:40:00
trip_2062,6,CSB,BMT-25,2.5,17:55:00,18:00:00,00:05:00
trip_2063,1,BMT-25,CSB,2.5,07:30:00,07:35:00,00:05:00
trip_2064,2,CSB,KDG,24.5,07:40:00,09:20:00,01:40:00
trip_2065,3,KDG,BSK,30,09:25:00,11:15:00,01:50:00
trip_2066,4,BSK,KDG,30,13:00:00,14:50:00,01:50:00
trip_2067,5,KDG,CSB,24.5,16:40:00,18:20:00,01:40:00
trip_2068,6,CSB,BMT-25,2.5,18:25:00,18:30:00,00:05:00
trip_2069,1,BMT-25,CSB,2.5,07:50:00,07:55:00,00:05:00
trip_2070,2,CSB,KDG,24.5,08:00:00,09:40:00,01:40:00
trip_2071,3,KDG,BSK,30,09:45:00,11:35:00,01:50:00
trip_2072,4,BSK,KDG,30,13:20:00,15:10:00,01:50:00
trip_2073,5,KDG,CSB,24.5,16:50:00,18:30:00,01:40:00
trip_2074,6,CSB,BMT-25,2.5,18:35:00,18:40:00,00:05:00
trip_2075,1,BMT-25,CSB,2.5,09:20:00,09:25:00,00:05:00
trip_2076,2,CSB,KDG,24.5,09:30:00,11:10:00,01:40:00
trip_2077,3,KDG,BSK,30,13:00:00,14:50:00,01:50:00
trip_2078,4,BSK,KDG,30,16:00:00,17:50:00,01:50:00
trip_2079,5,KDG,CSB,24.5,17:55:00,19:35:00,01:40:00
trip_2080,6,CSB,BMT-25,2.5,19:40:00,19:45:00,00:05:00
trip_2081,1,ITPL,KHBQ,44.5,5:30,8:00,02:30:00
trip_2082,2,KHBQ,ITPL,44.5,8:30,11:00,02:30:00
trip_2083,3,ITPL,BMT-13,30,11:05:00,13:05,02:00:00
trip_2084,4,BMT-13,ITPL,30,14:30,16:30,02:00:00
trip_2085,5,ITPL,KHBQ,44.5,17:00,19:30,02:30:00
trip_2086,6,KHBQ,ITPL,44.5,20:00,22:30,02:30:00
trip_2087,1,ITPL,KHBQ,44.5,06:00:00,08:30:00,02:30:00
trip_2088,2,KHBQ,ITPL,44.5,09:00:00,11:30:00,02:30:00
trip_2089,3,ITPL,BMT-13,30,11:35:00,13:35:00,02:00:00
trip_2090,4,BMT-13,ITPL,30,15:00:00,17:00:00,02:00:00
trip_2091,5,ITPL,KHBQ,44.5,17:30:00,20:00:00,02:30:00
trip_2092,6,KHBQ,ITPL,44.5,20:30:00,23:00:00,02:30:00
trip_2093,1,BMT-7,KBS,0.3,08:40:00,08:45:00,00:05:00
trip_2094,2,KBS,ISKCON,8,09:00:00,09:35:00,00:35:00
trip_2095,3,ISKCON,VSD,10,10:15:00,10:50:00,00:35:00
trip_2096,4,VSD,TIPPU PALACE,6,11:05:00,11:45:00,00:40:00
trip_2097,5,TIPPU PALACE,G.G.TEMPLE,3,12:00:00,12:20:00,00:20:00
trip_2098,6,G.G.TEMPLE,BULL TEMPLE,2,12:35:00,12:55:00,00:20:00
trip_2099,7,BULL TEMPLE,LALBAGH,3,13:10:00,13:20:00,00:10:00
trip_2100,8,LALABAGH,KSE,0.9,14:50:00,14:55:00,00:05:00
trip_2101,10,KSE,NGMA,6.5,15:20:00,15:45:00,00:25:00
trip_2102,11,NGMA,SMVM,2.6,16:15:00,16:25:00,00:10:00
trip_2103,12,SMVM,CUBBON PARK,0.6,18:05:00,18:10:00,00:05:00
trip_2104,13,CUBBON PARK,KBS,3.5,18:40:00,18:55:00,00:15:00
trip_2105,14,KBS,BMT-7,0.3,18:55:00,19:00:00,00:05:00
trip_2106,1,BMT-7,DBA,13,06:20:00,06:55:00,00:35:00
trip_2107,2,DBA,T ELX,37,07:00:00,09:00:00,02:00:00
trip_2108,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2109,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2110,5,T ELX,DBA,37,18:00,19:50:00,01:50:00
trip_2111,6,DBA,BMT-7,13,19:55:00,20:30:00,00:35:00
trip_2112,1,BMT-7,BNM,15,06:20:00,06:55:00,00:35:00
trip_2113,2,BNM,T ELX,37,07:00:00,09:00:00,02:00:00
trip_2114,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2115,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2116,5,T ELX,BNM,37,18:00:00,19:50:00,01:50:00
trip_2117,6,BNM,KBS,15,19:55:00,20:30:00,00:35:00
trip_2118,1,BMT-7,SKM,6,06:35:00,06:55:00,00:20:00
trip_2119,2,SKM,T ELX,37.5,07:00:00,09:00:00,02:00:00
trip_2120,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2121,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2122,5,T ELX,SKM,37.5,18:00:00,19:50:00,01:50:00
trip_2123,6,SKM,BMT-7,6,19:55:00,20:30:00,00:35:00
trip_2124,1,BMT-25,HSKG,10,06:20:00,06:25:00,00:05:00
trip_2125,2,HSKG,T ELX,39.1,07:00:00,09:00:00,02:00:00
trip_2126,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2127,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2128,5,T ELX,HSKG,39.1,18:00:00,19:50:00,01:50:00
trip_2129,6,HSKG,BMT-25,10,19:55:00,20:25:00,00:30:00
trip_2130,1,BMT-13,ANJP,10,06:25:00,06:55:00,00:30:00
trip_2131,2,ANJP,T ELX,39.1,07:00:00,09:00:00,02:00:00
trip_2132,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2133,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2134,5,T ELX,ANJP,39.1,18:00:00,19:50:00,01:50:00
trip_2135,6,ANJP,BMT-13,10,19:55:00,20:25:00,00:30:00
trip_2136,1,BMT-13,NGB,6,06:35:00,06:55:00,00:20:00
trip_2137,2,NGB,T ELX,35,07:00:00,09:00:00,02:00:00
trip_2138,3,T ELX,WFTTMC,2.5,09:05:00,09:20:00,00:15:00
trip_2139,4,WFTTMC,T ELX,2.5,17:40:00,17:55:00,00:15:00
trip_2140,5,T ELX,NGB,35,18:00:00,19:50:00,01:50:00
trip_2141,6,NGB,BMT-13,6,19:55:00,20:15:00,00:20:00
trip_2142,1,BMT-7,KBS,0.3,8:30,8:35,00:05:00
trip_2143,2,KBS,WL,30.1,8:45,10:25,01:40:00
trip_2144,3,WL,KBS,30.1,17:30,19:10,01:40:00
trip_2145,4,KBS,BMT-7,0.3,19:15,19:20,00:05:00
trip_2146,1,BMT-7,KBS,0.3,09:00:00,09:05:00,00:05:00
trip_2147,2,KBS,WL,30.1,9:15,10:55,01:40:00
trip_2148,3,WL,KBS,30.1,18:00,19:40,01:40:00
trip_2149,4,KBS,BMT-7,0.3,19:45,19:50,00:05:00
trip_2150,1,BMT-7,KBS,0.3,09:45:00,09:50:00,00:05:00
trip_2151,2,KBS,WL,30.1,10:00,11:40,01:40:00
trip_2152,3,WL,KBS,30.1,18:30,20:10,01:40:00
trip_2153,4,KBS,BMT-7,0.3,20:15,20:20,00:05:00
trip_2154,1,BMT-7,KBS,0.3,10:15,10:20:00,00:05:00
trip_2155,2,KBS,WL,30.1,10:30,12:10:00,01:40:00
trip_2156,3,WL,KBS,30.1,19:00,20:40:00,01:40:00
trip_2157,4,KBS,BMT-7,0.3,20:45,20:50:00,00:05:00
trip_2158,1,BMT-7,KBS,0.3,8:00,8:05,00:05:00
trip_2159,2,KBS,WL,30.1,8:15,9:55,01:40:00
trip_2160,3,WL,KBS,30.1,17:45,19:20,01:35:00
trip_2161,4,KBS,BMT-7,0.3,19:25,19:30,00:05:00
trip_2162,1,BMT-7,KBS,0.3,9:25,9:30,00:05:00
trip_2163,2,KBS,WL,30.1,9:40,11:20,01:40:00
trip_2164,3,WL,KBS,30.1,18:15,19:55,01:40:00
trip_2165,4,KBS,BMT-7,0.3,20:00,20:05,00:05:00
trip_2166,1,BMT-25,HSR,1.2,08:45:00,08:50:00,00:05:00
trip_2167,2,HSR,WL,37,09:00,11:00,02:00:00
trip_2168,3,WL,HSR,37,18:15,20:05,01:50:00
trip_2169,4,HSR,BMT-25,1.2,20:10,20:15,00:05:00
trip_2170,1,BMT-25,HSR,1.2,09:15:00,09:20:00,00:05:00
trip_2171,2,HSR,WL,37,9:30,11:30,02:00:00
trip_2172,3,WL,HSR,37,17:35,19:35,02:00:00
trip_2173,4,HSR,BMT-25,1.2,19:40,19:45,00:05:00
trip_2174,1,BMT-25,HSR,1.2,08:20:00,08:25:00,00:05:00
trip_2175,2,HSR,WL,37,8:30,10:30,02:00:00
trip_2176,3,WL,HSR,37,17:30,19:30,02:00:00
trip_2177,4,HSR,BMT-25,1.2,19:35,19:40,00:05:00
trip_2178,1,BMT-25,HSR,1.2,09:05:00,09:10:00,00:05:00
trip_2179,2,HSR,WL,37,9:15,11:15,02:00:00
trip_2180,3,WL,HSR,37,18:00,20:00,02:00:00
trip_2181,4,HSR,BMT-25,1.2,20:05,20:10,00:05:00
trip_2182,1,BMT-13,BSK,3,09:40:00,09:50:00,00:10:00
trip_2183,2,BSK,WL,26.2,10:00,11:30,01:30:00
trip_2184,3,WL,ELC,43.7,17:30,19:30,02:00:00
trip_2185,4,ELC,BMT-13,20.5,19:35,21:10,01:35:00
trip_2186,1,BMT-18,WFTTMC,0.2,08:40:00,08:45:00,00:05:00
trip_2187,2,WFTTMC,WL,54.4,8:50,11:40,02:50:00
trip_2188,3,WL,WFTTMC,54.4,17:20,20:20,03:00:00
trip_2189,4,WFTTMC,BMT-18,0.2,20:20,20:25,00:05:00
trip_2190,1,HAL,KIA,46,6:10,08:05:00,01:55:00
trip_2191,2,KIA,WFTTMC,55,8:30,10:50,02:20:00
trip_2192,3,WFTTMC,BMT-18,0.7,10:55,11:00,00:05:00
trip_2193,4,BMT-18,WFTTMC,0.2,12:30:00,12:35:00,00:05:00
trip_2194,5,WFTTMC,KIA,55,12:40,14:40,02:00:00
trip_2195,6,KIA,HAL,46,15:10,17:00,01:50:00
trip_2196,7,HAL,KIA,46,17:30,19:20,01:50:00
trip_2197,8,KIA,HAL,46,21:00,22:50,01:50:00
trip_2198,1,KIA,HAL,46,7:00,08:50:00,01:50:00
trip_2199,2,HAL,KIA,46,9:20,11:10,01:50:00
trip_2200,3,KIA,WFTTMC,55,12:00,14:10,02:10:00
trip_2201,4,WFTTMC,BMT-18,0.7,14:10,14:15,00:05:00
trip_2202,5,BMT-18,WFTTMC,0.2,15:50:00,15:55:00,00:05:00
trip_2203,6,WFTTMC,KIA,55,16:00,18:05,02:05:00
trip_2204,7,KIA,HAL,46,19:20,21:15,01:55:00
trip_2205,8,HAL,KIA,46,22:10,23:55:00,01:45:00
trip_2206,1,KIA,HAL,46,6:00,07:50:00,01:50:00
trip_2207,2,HAL,KIA,46,8:10,10:10,02:00:00
trip_2208,3,KIA,WFTTMC,55,11:30,13:40,02:10:00
trip_2209,4,WFTTMC,BMT-18,0.7,13:45,13:50,00:05:00
trip_2210,5,BMT-18,WFTTMC,0.2,14:50:00,14:55:00,00:05:00
trip_2211,6,WFTTMC,KIA,55,15:00,17:00,02:00:00
trip_2212,7,KIA,HAL,46,17:45,19:35,01:50:00
trip_2213,8,HAL,KIA,46,20:10,22:00:00,01:50:00
